Lens ID,Publication Year
031-421-653-714-714,2008
031-451-647-340-928,2019
031-515-189-503-039,2009
031-523-741-538-017,2019
031-523-746-320-295,2016
031-550-578-203-658,2011
031-562-581-459-097,2020
031-632-426-448-858,2015
031-662-064-015-074,2015
031-791-951-628-257,2014
031-805-849-877-649,2008
031-827-768-674-396,2014
031-887-944-987-207,2018
031-928-650-997-977,2020
031-954-337-003-189,2009
031-977-727-560-425,2015
032-096-953-299-444,2006
032-144-581-068-349,2013
032-154-296-336-702,2012
032-224-518-344-232,2019
032-237-641-730-713,2021
032-256-198-176-132,2018
032-261-358-232-428,2021
032-272-435-068-793,2019
032-288-879-058-381,2010
032-314-997-166-785,2011
032-335-243-423-442,2015
032-363-014-646-667,2016
032-455-291-313-850,2014
032-500-957-105-59X,2003
032-563-163-155-120,2021
032-640-893-971-855,2019
032-641-659-033-590,2012
032-645-315-604-343,2020
032-661-741-966-486,2011
032-701-875-665-826,2011
032-738-860-744-950,2005
032-770-065-734-489,2015
032-811-951-718-326,2019
032-821-819-180-353,2021
032-854-718-232-557,2009
032-927-036-581-076,2014
032-972-978-767-58X,2013
033-027-637-557-533,1998
033-207-599-401-48X,2014
033-212-492-309-604,2021
033-273-333-636-869,2021
033-310-681-662-705,2004
033-324-793-259-686,2017
033-372-679-526-521,2016
033-386-524-790-026,2009
033-438-007-823-215,2021
033-493-603-507-501,2016
033-513-355-781-039,2011
033-518-107-687-361,2014
033-522-955-900-489,2016
033-537-334-852-041,2019
033-579-297-776-814,2016
033-603-740-851-91X,2019
033-618-983-504-607,2015
033-665-608-698-667,2002
033-691-251-829-925,2012
033-731-336-264-330,2021
033-733-388-856-978,2021
033-769-536-721-552,2014
033-774-364-779-788,2021
033-781-538-502-195,2004
033-815-080-928-612,2016
033-823-254-501-898,2020
033-831-453-746-273,2014
033-852-503-496-819,2019
033-958-458-944-584,2019
033-975-025-957-085,2007
033-976-445-591-82X,2017
033-981-187-770-142,2020
033-985-238-058-867,2016
034-020-195-077-210,2015
034-056-403-107-985,2021
034-068-523-211-89X,2021
034-075-937-217-605,2016
034-078-737-195-927,2018
034-087-651-013-541,2012
034-097-322-715-365,2002
034-152-025-994-328,2018
034-173-888-555-18X,2019
034-178-714-939-960,2015
034-218-538-200-393,2021
034-221-786-522-620,2003
034-248-254-596-952,2013
034-250-838-101-506,2021
034-275-027-002-396,2017
034-321-625-263-072,2015
034-329-658-236-480,2016
034-371-048-012-729,2013
034-386-745-850-287,2019
034-389-615-664-13X,2014
034-402-675-986-804,2009
034-446-863-739-557,2017
034-448-958-346-771,2010
034-467-364-973-202,2012
034-492-624-512-547,2014
034-543-483-049-145,2017
034-624-243-254-611,2014
034-652-068-041-157,2015
034-688-351-500-093,2014
034-703-595-812-686,2016
034-714-228-377-022,2012
034-760-514-204-031,2018
034-818-334-058-566,2013
034-916-536-953-867,2018
034-917-262-454-976,2020
034-939-428-201-424,2014
034-949-026-012-187,2020
034-951-372-505-788,2013
034-956-183-021-47X,2000
034-967-354-821-169,2003
035-017-103-727-562,2020
035-190-206-441-339,2015
035-221-606-148-245,2016
035-236-541-291-703,2014
035-278-247-932-798,2013
035-280-791-464-142,2019
035-352-499-847-744,2012
035-406-989-871-262,2012
035-431-495-010-168,2014
035-437-601-147-991,2004
035-449-095-807-86X,2017
035-462-156-312-075,2018
035-556-934-910-600,2019
035-567-662-395-329,2016
035-579-993-904-579,2014
035-606-721-333-582,2018
035-802-704-314-783,2021
035-819-585-626-434,2020
035-835-760-884-554,2014
035-893-123-098-599,2019
035-910-528-546-267,2001
035-911-210-603-043,2011
035-934-426-412-635,2021
035-936-253-579-013,2013
036-006-321-052-973,2021
036-009-883-764-597,2015
036-010-738-082-07X,2021
036-038-073-173-35X,2020
036-041-461-546-215,2020
036-186-998-635-039,2013
036-208-204-234-765,2018
036-247-328-043-671,2020
036-281-109-211-902,2019
036-335-223-849-96X,2006
036-384-934-451-254,2017
036-415-541-932-443,2021
036-543-206-478-868,2017
036-577-967-240-972,2021
036-597-919-094-059,2020
036-690-147-238-329,2020
036-720-928-561-967,2020
036-721-232-939-364,2016
036-747-211-281-407,2017
036-754-374-684-767,2016
036-761-533-997-281,2016
036-812-937-996-485,2012
036-838-234-716-497,2015
036-859-842-725-912,2014
036-971-881-695-648,2021
037-067-583-489-660,2015
037-076-336-390-73X,2013
037-099-193-387-278,2018
037-154-984-448-363,2016
037-196-172-995-180,2016
037-206-454-916-416,2021
037-229-473-902-126,2015
037-247-930-200-074,2008
037-326-433-517-164,2020
037-330-194-658-083,2021
037-343-986-618-058,2007
037-351-554-997-322,2008
037-364-080-451-071,2011
037-438-751-827-914,1983
037-479-252-568-912,2009
037-502-586-759-164,2021
037-546-883-629-619,2021
037-591-420-198-229,2010
037-734-292-373-787,2020
037-780-854-371-255,2013
037-814-796-154-174,2007
037-853-746-766-502,2020
037-874-548-461-399,2020
037-902-042-873-13X,2019
037-914-731-302-891,2019
037-918-142-102-144,2018
037-922-597-030-863,2017
037-945-289-623-597,2021
037-947-440-787-690,2021
037-997-903-537-125,2017
038-007-356-472-57X,2021
038-010-847-256-502,2021
038-065-371-000-525,2021
038-126-379-625-93X,2019
038-180-554-733-311,2008
038-195-189-688-840,2020
038-203-574-593-597,2006
038-306-491-715-714,2018
038-327-451-399-529,2017
038-339-714-368-117,2018
038-339-819-153-85X,2016
038-432-307-145-748,2021
038-463-490-227-910,2016
038-463-496-293-476,2013
038-488-266-405-912,2019
038-512-525-856-61X,2015
038-528-882-924-971,2017
038-584-321-378-76X,2019
038-608-142-853-581,2019
038-639-850-200-137,2016
038-652-682-585-184,2021
038-669-017-525-131,2017
038-677-378-296-557,2010
038-685-622-792-166,2009
038-705-470-651-190,2018
038-715-255-516-85X,2021
038-757-030-620-010,2017
038-771-368-262-821,2021
038-780-218-248-404,2020
038-783-224-320-939,2012
038-783-277-116-675,2016
038-910-421-774-760,2021
038-918-080-043-391,2015
038-941-882-362-445,2008
039-029-592-178-253,2021
039-039-212-915-039,2012
039-046-149-202-794,2021
039-056-268-283-848,2014
039-099-394-738-620,2013
039-158-516-801-673,2013
039-166-710-029-875,2020
039-171-456-038-675,2018
039-233-413-924-07X,2015
039-288-997-941-428,2020
039-368-090-919-599,2021
039-371-983-423-221,2015
039-376-199-264-637,2019
039-384-913-206-697,2017
039-417-666-946-687,2018
039-461-970-280-494,2020
039-480-777-496-30X,2014
039-500-017-555-667,2017
039-501-102-529-222,2013
039-518-788-698-08X,2015
039-526-718-386-398,2021
039-530-684-499-651,2012
039-538-287-830-888,1989
039-647-253-531-460,2019
039-695-549-672-138,2020
039-714-199-670-503,2010
039-742-831-167-185,2017
039-802-007-399-297,2010
039-838-278-318-975,2021
039-887-676-928-585,2015
039-962-285-938-708,2000
039-985-232-954-458,2017
039-991-175-515-854,2020
040-024-137-559-284,2019
040-069-254-663-514,2014
040-102-977-274-290,2018
040-169-896-227-712,2021
040-325-871-844-839,2018
040-379-004-672-075,2021
040-452-379-014-974,2014
040-472-742-432-344,2007
040-476-143-364-069,2019
040-534-800-706-835,2016
040-581-513-311-234,2020
040-591-547-723-893,2021
040-694-792-296-612,2020
040-710-632-369-875,2010
040-767-606-011-789,2020
040-777-752-339-271,2017
040-789-859-631-676,2020
040-790-449-195-97X,2013
040-812-728-435-934,2010
040-824-201-435-493,2015
040-943-715-752-535,2015
040-987-504-469-937,2021
041-001-201-043-106,2020
041-035-986-108-904,2017
041-046-400-064-363,2018
041-117-118-978-853,2014
041-137-453-361-808,2020
041-158-705-367-193,2011
041-160-592-602-128,2009
041-166-733-639-977,2021
041-277-571-513-58X,2013
041-305-342-797-342,2007
041-372-783-111-334,2012
041-411-902-690-084,2019
041-434-426-073-22X,2012
041-579-225-999-066,2004
041-629-945-475-984,2017
041-643-312-978-865,2018
041-687-608-286-950,2012
041-698-472-201-260,2021
041-714-410-925-041,2017
041-838-650-937-556,2015
041-851-578-658-312,2018
041-891-343-189-773,2020
041-894-052-799-831,2018
041-926-576-834-97X,2013
041-953-004-492-437,2015
041-956-982-258-709,2018
042-011-181-760-102,2010
042-057-501-028-724,2013
042-063-392-990-527,2015
042-080-801-704-865,2015
042-140-526-475-640,2006
042-147-669-927-263,2020
042-183-835-799-497,2018
042-189-637-547-093,2015
042-202-369-804-295,2015
042-246-242-316-934,2017
042-252-072-524-01X,2017
042-283-346-781-921,2014
042-386-081-285-819,2019
042-397-988-941-056,2020
042-427-466-152-994,2020
042-452-416-361-514,2020
042-459-208-876-056,2013
042-481-352-295-484,2021
042-516-713-104-266,2014
042-563-986-438-44X,2012
042-571-245-407-46X,2015
042-687-620-345-649,2013
042-764-688-056-41X,2012
042-974-399-635-170,2014
042-981-228-605-108,2019
043-049-959-070-007,2020
043-074-678-353-881,2018
043-160-270-761-647,2014
043-168-159-243-311,2002
043-247-540-121-765,2021
043-399-018-751-230,2019
043-417-416-407-095,2020
043-430-624-196-591,2014
043-439-009-765-132,2017
043-455-143-120-706,2010
043-481-060-899-012,2017
043-524-583-943-665,2016
043-594-707-945-122,2004
043-625-996-073-525,2021
043-637-142-157-221,2011
043-706-844-959-460,2013
043-773-167-236-133,2011
043-786-804-567-078,2019
043-787-875-024-593,2012
043-802-687-735-411,2021
043-810-387-079-459,2019
043-846-653-103-664,2012
043-855-644-210-497,2017
043-864-883-521-676,2018
043-883-277-123-540,2016
044-005-643-538-429,2018
044-041-043-008-828,2009
044-062-479-523-84X,2012
044-165-504-456-08X,2021
044-179-257-159-463,2016
044-282-550-143-132,2013
044-305-325-811-404,2020
044-344-006-144-853,2015
044-401-117-289-973,2020
044-441-223-894-022,2016
044-448-337-726-061,2011
044-490-366-282-120,2021
044-511-884-525-866,2015
044-527-337-803-480,2017
044-529-999-052-179,2015
044-560-854-595-67X,2018
044-562-092-648-438,2015
044-564-812-172-298,2014
044-761-019-802-920,2000
044-873-074-138-66X,2020
044-936-941-338-957,2020
044-939-983-266-107,
044-952-211-947-793,2020
045-059-008-621-960,2013
045-063-525-673-365,1998
045-076-652-754-750,2020
045-081-311-591-101,2013
045-095-635-607-680,2016
045-142-317-322-611,2020
045-197-939-239-925,2015
045-304-021-498-764,2010
045-344-486-228-509,2009
045-348-747-506-721,2015
045-370-697-707-269,2009
045-401-067-632-310,2016
045-434-586-355-117,2015
045-448-683-196-098,2015
045-455-196-568-187,2016
045-458-525-818-946,2017
045-506-915-094-617,2006
045-513-808-252-750,2011
045-527-077-610-16X,2017
045-533-352-844-915,2021
045-553-323-280-688,2013
045-568-031-485-501,2018
045-569-029-190-629,2007
045-590-197-996-812,2016
045-630-747-042-33X,2020
045-692-486-026-537,2007
045-702-193-024-489,2017
045-726-457-194-999,2020
045-737-054-474-172,2016
045-780-345-231-561,2011
045-785-427-809-200,2005
045-891-143-900-853,2013
045-928-123-878-528,2013
045-941-342-570-175,2016
045-973-334-801-830,2015
045-994-984-265-008,2020
046-099-334-858-907,2020
046-157-528-279-64X,2012
046-252-931-048-572,2014
046-319-463-933-40X,2013
046-375-383-411-501,2019
046-376-748-970-838,2016
046-385-478-121-522,2014
046-402-250-914-114,2013
046-439-321-445-976,
046-466-650-289-429,
046-506-015-612-585,2013
046-510-224-468-622,2012
046-518-866-397-391,2015
046-546-681-675-98X,2019
046-559-460-377-885,2020
046-560-207-751-085,2015
046-602-418-176-765,2020
046-641-502-111-210,2018
046-697-043-039-370,2017
046-749-656-513-84X,2008
046-755-580-137-171,2021
046-764-268-669-995,2020
046-802-858-406-962,2019
046-905-145-061-433,2017
046-949-032-983-92X,2018
046-980-247-291-993,2006
046-985-294-954-350,2015
047-073-917-830-392,2016
047-138-374-224-162,2020
047-143-637-406-045,2019
047-170-877-886-213,2019
047-171-812-644-621,2020
047-221-282-661-477,2016
047-314-431-080-127,2015
047-337-057-939-30X,2020
047-345-532-479-497,2018
047-379-829-287-352,2021
047-402-372-493-545,2021
047-406-270-012-008,2007
047-437-707-580-473,2008
047-439-990-992-009,2013
047-481-032-208-419,2020
047-488-675-736-356,2019
047-528-526-147-674,2008
047-529-502-976-325,2014
047-533-607-489-533,2016
047-546-369-001-08X,2014
047-555-876-821-407,2016
047-622-455-767-42X,2012
047-633-196-432-230,2017
047-635-322-862-194,2017
047-662-890-540-605,2017
047-717-193-657-627,2020
047-722-316-078-964,2008
047-815-231-481-298,2007
047-845-198-680-929,2016
047-896-147-308-625,2019
047-904-424-386-849,2012
047-919-829-117-286,2015
047-954-211-549-187,2008
047-967-006-304-706,2020
047-968-179-449-748,2015
047-974-109-910-800,2010
047-986-846-600-210,2015
048-010-643-214-290,2014
048-044-916-654-503,2019
048-095-283-832-890,2015
048-110-839-233-766,2013
048-125-053-990-222,1999
048-128-259-836-742,2012
048-133-896-175-111,2015
048-161-236-130-67X,2014
048-177-671-135-922,2006
048-229-494-048-589,2008
048-267-404-284-500,2018
048-291-757-790-863,2021
048-352-613-300-251,2007
048-367-610-024-388,2016
048-424-217-656-379,2009
048-462-450-332-212,2018
048-574-781-301-425,2011
048-585-966-867-218,2018
048-726-214-859-959,2009
048-776-123-571-090,2019
048-822-389-996-090,2016
048-838-416-335-201,2013
048-854-487-631-251,2014
048-880-198-763-37X,2015
048-939-089-217-971,2011
048-941-762-603-411,2009
048-950-407-753-671,2009
048-958-880-606-868,2021
049-031-430-716-43X,2019
049-043-856-707-395,2021
049-064-168-243-542,2008
049-090-759-553-621,2008
049-122-617-913-840,2018
049-124-810-390-462,2013
049-161-449-334-867,2021
049-213-842-687-994,2010
049-241-224-438-075,2019
049-294-503-578-598,2020
049-374-903-496-241,2000
049-388-762-645-916,2019
049-443-290-129-014,2015
049-481-899-288-186,2015
049-507-627-164-49X,2021
049-541-984-832-512,2014
049-574-941-885-105,1997
049-603-328-753-77X,2018
049-604-578-407-735,2014
049-636-478-476-801,2017
049-673-313-508-476,2021
049-754-259-240-425,2018
049-773-595-353-895,2018
049-804-919-289-607,2013
049-823-735-836-550,2020
049-839-016-036-123,2016
050-021-569-921-709,2012
050-032-777-031-878,2020
050-051-335-743-572,2020
050-061-760-101-06X,2021
050-079-882-824-43X,2014
050-096-383-536-999,2021
050-164-256-079-563,2014
050-202-986-834-828,2021
050-254-891-155-739,2021
050-259-115-591-274,2018
050-285-857-661-592,2015
050-321-356-354-530,2020
050-376-338-922-598,2019
050-378-819-127-80X,2014
050-394-993-667-094,2015
050-427-990-579-804,2013
050-457-656-281-196,2019
050-465-417-156-611,2019
050-468-364-404-717,2009
050-523-152-113-458,2015
050-707-805-202-439,2017
050-753-983-848-555,2016
050-818-560-168-042,2011
050-854-283-414-361,2018
050-884-596-383-882,2015
050-894-004-726-570,2009
050-913-316-844-462,2002
051-097-874-953-528,2020
051-117-562-678-358,2016
051-131-552-059-191,2015
051-146-290-881-426,2018
051-157-609-554-843,2014
051-176-085-512-960,2011
051-246-573-929-803,2021
051-272-993-956-284,2019
051-289-843-862-988,2018
051-291-444-056-498,2019
051-291-925-276-213,2010
051-311-560-346-244,2000
051-335-232-819-117,2016
051-342-130-488-084,2020
051-375-569-785-633,2013
051-390-328-138-895,2011
051-462-171-233-105,2014
051-473-226-945-198,2020
051-514-284-049-103,2016
051-518-706-698-532,2006
051-578-705-902-532,2015
051-604-641-636-728,2013
051-619-553-719-787,2013
051-651-027-840-966,2016
051-682-416-315-091,2012
051-764-060-365-694,2020
051-916-111-871-715,2014
051-964-257-499-895,2018
052-000-182-666-379,2019
052-015-719-837-599,2020
052-036-586-381-040,2020
052-055-220-419-650,2015
052-061-071-382-460,2021
052-125-580-518-16X,2017
052-168-304-297-153,2021
052-191-405-332-697,2016
052-208-540-789-364,2019
052-217-308-592-641,2017
052-241-872-398-962,2016
052-289-816-256-655,2020
052-324-802-733-933,2019
052-330-683-273-196,2021
052-374-842-469-861,2018
052-425-041-459-150,2013
052-441-420-150-209,2015
052-515-668-895-73X,2014
052-557-503-069-400,2015
052-633-896-287-581,2011
052-674-904-651-277,2009
052-699-705-132-475,2015
052-708-798-835-453,2015
052-712-119-757-572,2009
052-719-689-729-145,2013
052-742-799-490-986,2015
052-774-167-599-592,2013
052-841-210-544-78X,
052-841-215-490-59X,2014
052-866-551-888-960,2016
052-975-712-608-230,2000
053-021-912-035-536,2011
053-053-184-477-411,2019
053-095-986-751-22X,2015
053-098-023-775-046,2013
053-127-727-729-099,2014
053-141-117-822-254,2015
053-143-617-427-401,2018
053-148-101-522-996,2021
053-273-922-885-615,2018
053-285-198-081-293,2015
053-289-401-835-360,2020
053-310-443-657-447,2015
053-342-456-415-195,2015
053-365-613-622-342,2021
053-399-604-109-905,2015
053-459-225-012-902,2019
053-463-421-988-760,2020
053-494-056-386-025,2008
053-508-390-175-930,2015
053-515-797-495-384,2002
053-528-152-692-930,2004
053-574-036-095-28X,2006
053-606-897-651-050,2017
053-612-467-359-106,2020
053-640-001-427-160,2016
053-663-521-250-487,2019
053-673-925-374-100,2020
053-693-928-890-918,2020
053-695-518-702-047,2021
053-753-433-683-230,2019
053-754-059-876-001,2018
053-755-995-180-140,2012
053-760-555-042-699,2018
053-803-261-200-513,2016
053-864-419-516-286,2017
053-889-997-757-090,2018
053-910-191-816-219,2019
053-922-430-004-380,2019
053-944-561-019-723,2011
053-945-707-093-809,2021
053-979-308-993-688,2020
053-988-980-290-168,2017
053-989-092-713-34X,2021
053-992-448-898-566,2021
054-006-722-539-806,2019
054-171-748-904-559,2006
054-203-650-910-604,2017
054-276-505-202-14X,2018
054-312-487-130-052,2021
054-390-365-060-221,2013
054-397-511-468-48X,2010
054-397-583-638-185,2019
054-438-334-447-765,2021
054-456-155-315-387,2017
054-474-269-569-106,2020
054-475-387-207-768,2020
054-502-532-694-584,2013
054-560-674-519-090,2018
054-574-811-905-981,2015
054-588-320-667-883,2005
054-677-451-867-660,2017
054-731-775-041-536,2018
054-800-662-977-705,2020
054-874-696-868-314,2008
054-902-686-049-265,2012
054-909-077-408-228,2017
054-913-752-001-010,2021
054-914-105-087-238,2017
054-937-776-622-096,2019
054-981-351-851-764,2018
054-982-000-119-381,2013
055-011-962-747-471,2019
055-064-455-672-689,2017
055-068-003-771-609,2013
055-091-330-425-493,2018
055-120-920-743-15X,2021
055-141-541-680-905,2007
055-190-205-042-761,2015
055-201-978-829-583,2019
055-311-094-802-876,2015
055-327-017-183-764,2015
055-488-452-860-819,2017
055-599-141-854-210,2004
055-641-006-557-762,2008
055-667-293-518-824,2018
055-685-206-926-379,2014
055-686-465-241-934,2019
055-699-093-260-191,2020
055-827-081-624-684,2013
055-889-856-062-394,2019
055-906-915-955-558,2021
055-910-709-082-014,2018
055-942-993-365-068,2015
055-986-812-505-119,2020
056-042-226-506-002,2019
056-043-025-158-288,2021
056-095-790-888-530,2014
056-107-033-581-529,2020
056-126-015-824-324,2021
056-294-402-167-355,2020
056-298-238-542-093,2016
056-317-623-752-581,2021
056-326-257-938-064,2016
056-339-127-809-195,2021
056-401-786-673-863,2006
056-405-231-131-938,2018
056-459-995-804-059,2020
056-471-430-716-934,2013
056-488-357-746-280,2020
056-497-560-037-96X,2019
056-504-631-946-558,2019
056-566-798-390-110,2014
056-586-364-437-215,2010
056-609-059-942-329,2014
056-626-494-909-755,2016
056-661-752-935-344,2020
056-672-507-753-815,2019
056-716-456-236-544,2011
056-798-036-630-934,2021
056-803-538-720-220,2015
056-819-751-113-450,2017
056-849-151-863-589,2018
056-880-094-830-953,2013
056-892-483-811-99X,2010
056-933-281-266-637,2021
056-948-799-744-252,2019
056-951-696-406-370,2012
057-018-217-419-085,
057-047-948-757-283,2012
057-083-339-088-721,2015
057-119-816-675-745,2019
057-189-687-356-337,2013
057-218-314-470-313,2020
057-236-271-609-715,2017
057-245-160-175-138,2009
057-295-238-499-26X,2016
057-335-187-902-218,2018
057-357-971-341-941,2018
057-378-465-984-031,2016
057-388-988-423-152,2020
057-476-930-007-973,2000
057-504-979-601-004,2018
057-548-740-919-146,2003
057-556-151-098-108,2011
057-642-669-596-559,2021
057-656-290-914-839,2005
057-677-705-114-140,2014
057-677-789-741-490,2015
057-684-532-208-338,2017
057-691-963-557-295,2016
057-698-048-871-899,2018
057-757-490-719-096,2021
057-776-652-885-083,2009
057-778-727-041-862,2021
057-831-812-710-805,2012
057-848-208-895-533,2020
057-890-283-866-061,2016
057-970-030-213-628,2018
058-060-692-724-500,2015
058-086-299-078-149,2008
058-112-552-629-976,2010
058-131-386-243-237,2021
058-144-486-213-847,2020
058-181-739-516-76X,2015
058-181-960-745-430,2010
058-205-001-695-646,2016
058-215-986-950-275,2010
058-229-945-005-741,2018
058-246-755-372-756,2012
058-265-969-401-78X,2009
058-268-157-012-037,2016
058-327-942-009-332,2011
058-377-486-234-370,2001
058-446-009-853-263,2015
058-467-282-293-810,2016
058-597-184-826-420,2020
058-754-630-340-225,2018
058-819-881-187-469,2019
058-831-599-593-019,2018
058-842-433-956-821,2014
058-863-198-146-409,2011
058-873-871-689-497,2020
058-900-250-423-072,2021
058-900-846-506-549,2018
058-920-354-644-425,2015
058-933-363-486-96X,2019
058-940-227-978-287,2018
058-992-474-792-652,2011
059-008-493-872-349,2014
059-089-208-760-725,2019
059-196-914-326-92X,2013
059-276-963-082-706,2018
059-295-176-513-216,2017
059-301-548-389-809,2019
059-314-690-311-124,2018
059-317-849-119-358,2016
059-415-489-176-533,2013
059-467-061-705-574,2013
059-472-584-356-242,2018
059-473-019-509-298,2017
059-493-483-162-417,2011
059-551-193-712-727,2018
059-563-735-513-174,2018
059-567-560-700-039,2015
059-597-209-253-689,2017
059-628-931-742-85X,2017
059-689-914-462-978,2019
059-739-741-352-22X,2019
059-817-578-042-192,2016
059-854-411-767-661,2021
059-866-390-888-04X,2016
059-887-551-441-226,2019
059-907-655-057-419,2010
059-916-023-829-577,2012
059-946-678-137-640,2009
059-961-082-478-191,2004
059-998-756-172-586,2003
060-011-714-288-246,2021
060-031-717-578-212,2014
060-034-948-563-61X,2017
060-037-600-876-133,2019
060-199-112-636-888,2009
060-261-269-492-928,2018
060-371-244-179-764,2017
060-416-534-251-61X,2012
060-458-917-309-984,2021
060-484-096-098-057,2021
060-514-557-735-35X,2017
060-526-768-737-329,2014
060-547-304-539-992,2017
060-594-794-372-33X,2018
060-651-575-425-954,2021
060-693-514-194-000,2017
060-695-288-859-121,2017
060-748-964-481-184,2015
060-826-286-048-648,2008
060-870-315-620-833,2019
060-915-386-286-840,2016
060-964-050-890-658,2006
060-983-772-707-919,2019
061-106-219-425-176,2013
061-150-343-137-997,2007
061-215-523-784-301,2020
061-238-054-634-029,2016
061-294-026-006-283,2007
061-303-751-517-467,2005
061-321-933-122-000,2018
061-325-773-116-784,2010
061-396-823-388-47X,1998
061-400-991-005-684,2016
061-419-738-565-370,2021
061-425-517-612-269,2015
061-442-829-619-499,2014
061-449-077-285-220,2020
061-463-059-990-728,2015
061-475-946-026-474,2013
061-498-596-710-293,2019
061-508-825-584-304,2017
061-514-894-055-28X,2021
061-539-570-648-346,2018
061-639-114-360-275,2013
061-640-608-990-419,2000
061-677-688-647-491,2017
061-680-378-125-759,2002
061-705-564-545-165,2018
061-750-965-852-716,2021
061-765-482-467-604,2020
061-803-634-947-506,2019
061-892-213-709-101,2009
061-923-275-682-038,2018
061-925-211-229-284,2015
061-959-310-541-471,2018
062-024-548-890-797,2013
062-032-095-630-967,2020
062-061-984-150-27X,2021
062-094-364-467-250,2013
062-140-305-650-383,2016
062-142-030-206-919,2016
062-145-340-656-767,2015
062-203-025-990-805,2018
062-231-089-832-345,2020
062-278-548-650-494,2018
062-285-708-665-317,2017
062-297-216-990-349,2020
062-316-598-171-947,2014
062-317-738-057-412,2018
062-434-588-264-282,2011
062-459-919-071-17X,2015
062-465-210-057-822,2010
062-475-814-534-369,2020
062-518-625-155-666,2019
062-601-623-638-637,2012
062-695-901-658-903,2012
062-724-834-780-799,2014
062-734-109-216-289,2021
062-758-717-557-26X,2018
062-839-779-553-808,2008
062-850-479-416-243,2006
062-858-658-832-687,2018
062-982-211-060-156,2016
063-024-542-133-134,2005
063-077-581-227-175,2009
063-100-473-223-161,2012
063-135-702-148-848,2021
063-154-684-053-012,2014
063-160-184-157-051,2017
063-196-624-153-084,2019
063-199-730-110-161,2005
063-294-058-397-971,2020
063-299-976-841-456,2019
063-334-368-811-537,2014
063-400-221-633-353,2016
063-484-777-740-577,2007
063-541-631-617-953,2009
063-583-646-303-207,2016
063-611-011-678-107,2018
063-668-721-804-03X,2020
063-670-008-184-851,2019
063-690-438-360-681,2013
063-704-886-961-143,2015
063-707-863-457-351,2013
063-720-716-232-36X,2020
063-724-247-189-642,2017
063-755-155-859-815,2017
063-789-791-826-112,2017
063-799-048-196-002,2015
063-824-066-552-703,2013
063-856-237-782-500,2004
063-924-235-492-667,2017
063-960-308-988-582,2017
063-963-556-986-520,2021
063-979-695-743-023,2020
064-018-910-387-150,2012
064-028-547-424-613,2006
064-168-530-101-505,2018
064-220-147-060-574,2009
064-251-417-391-712,2016
064-303-401-109-147,2016
064-423-151-149-774,2017
064-439-654-088-447,2021
064-588-851-038-675,2015
064-627-873-371-46X,2007
064-733-460-713-248,2013
064-769-212-988-263,2017
064-769-320-270-259,2003
064-815-382-624-002,2016
064-816-790-483-952,2012
064-844-179-083-688,2007
064-980-709-404-562,2014
064-997-946-159-960,2020
065-087-640-080-794,2013
065-109-390-909-41X,2016
065-139-317-130-394,2019
065-181-283-636-58X,2009
065-187-123-775-393,2016
065-387-961-857-108,1994
065-482-784-378-266,2020
065-494-047-672-033,2021
065-508-162-409-825,2014
065-538-578-823-293,2007
065-541-966-821-481,2014
065-662-077-962-808,2008
065-749-324-416-567,2021
065-866-940-591-61X,2010
065-944-937-399-871,2018
066-096-060-485-868,2019
066-123-883-400-707,2014
066-152-173-214-865,2012
066-218-124-201-645,2019
066-286-141-851-740,2008
066-326-219-734-223,2008
066-367-516-433-858,2017
066-485-881-568-600,2011
066-520-978-860-596,2021
066-521-390-608-431,2020
066-536-393-684-116,2018
066-544-364-557-724,2013
066-567-596-078-097,2021
066-634-444-471-428,2019
066-667-799-064-048,2018
066-697-570-670-83X,2020
066-742-720-412-802,2010
066-742-858-665-685,2007
066-754-852-612-847,2021
066-763-885-336-273,2018
066-764-510-273-194,2017
066-765-973-134-240,2015
066-796-388-403-675,2019
067-078-609-073-877,2021
067-090-609-710-727,2016
067-129-452-046-711,2015
067-182-529-013-030,2019
067-195-906-117-234,2021
067-261-115-441-874,2012
067-357-351-686-618,2020
067-376-827-281-565,2021
067-390-409-585-137,2021
067-391-203-880-012,2014
067-447-459-120-893,2016
067-530-369-259-346,2013
067-552-608-201-510,2019
067-565-211-880-220,2021
067-609-953-019-298,2017
067-670-548-642-150,2020
067-676-990-274-44X,2004
067-698-463-199-975,2018
067-788-435-813-033,2021
067-799-340-488-825,2014
067-884-285-520-584,2015
067-891-976-328-271,2013
067-939-506-929-080,
067-951-539-982-701,2012
068-054-730-356-959,2020
068-130-530-802-979,2019
068-131-115-281-197,2019
068-175-913-849-562,2018
068-283-328-702-074,2008
068-349-971-433-538,2005
068-364-813-067-814,2020
068-389-646-773-770,2012
068-457-767-934-632,2016
068-459-025-094-450,2015
068-482-242-156-027,2005
068-492-781-770-287,2015
068-501-112-721-623,2015
068-527-811-241-333,2018
068-538-797-933-715,2017
068-589-129-418-304,1998
068-593-626-202-469,2017
068-706-472-671-147,2015
068-720-921-524-187,2017
068-839-412-347-31X,2019
068-845-076-402-332,2018
068-862-601-999-670,2021
069-113-255-938-442,2014
069-156-695-999-599,2020
069-228-066-257-074,2015
069-276-958-088-524,2012
069-291-581-603-084,2019
069-325-216-353-542,2021
069-340-114-384-167,2015
069-351-455-113-895,2017
069-374-389-343-722,2005
069-394-033-919-266,2015
069-401-633-844-889,2020
069-510-050-572-386,2014
