Lens ID,Publication Year
021-378-146-373-034,2018
021-379-389-503-918,2019
021-388-198-395-744,2018
021-409-461-984-643,2016
021-414-321-933-752,2018
021-416-135-934-750,2018
021-421-047-601-936,2015
021-441-012-727-30X,2019
021-441-372-494-597,2015
021-444-708-394-375,2014
021-445-970-344-706,2019
021-453-717-757-355,2021
021-469-485-571-127,2013
021-477-902-685-089,2018
021-484-821-119-419,2018
021-497-308-005-982,2014
021-507-458-624-574,2018
021-519-191-140-236,2015
021-526-036-036-063,2019
021-553-754-632-242,2021
021-558-298-949-31X,2018
021-558-425-206-552,2020
021-576-551-748-191,2014
021-579-562-310-308,2013
021-584-712-547-105,2020
021-602-878-941-002,2018
021-603-882-167-931,2014
021-604-417-059-083,2018
021-614-222-676-531,2016
021-627-300-825-735,2011
021-637-175-225-86X,2017
021-638-917-231-471,2017
021-647-018-825-684,2018
021-655-914-204-376,2013
021-657-061-482-575,2017
021-671-917-530-96X,2013
021-673-774-675-473,2012
021-678-361-711-58X,2018
021-687-379-422-430,2007
021-705-154-577-948,2009
021-721-238-462-822,2018
021-730-745-190-889,2020
021-756-590-182-950,2019
021-767-122-361-767,2021
021-773-544-906-844,2014
021-787-509-420-301,2011
021-808-396-462-686,2012
021-810-355-624-274,2017
021-815-741-050-726,2013
021-819-657-439-18X,2015
021-831-992-889-534,2020
021-839-569-435-785,2011
021-855-648-679-008,2014
021-855-957-978-474,1987
021-871-686-957-363,2015
021-883-421-319-76X,2016
021-906-826-924-641,2016
021-925-005-952-091,2016
021-925-022-452-953,2021
021-927-331-520-664,2012
021-956-968-554-450,2019
021-961-788-671-242,2015
021-964-561-988-230,2019
021-970-928-498-061,2015
021-974-589-128-514,2019
021-980-990-590-001,2019
021-985-698-735-325,2018
022-002-936-732-442,2015
022-004-920-773-062,2019
022-011-492-668-842,2012
022-024-173-955-820,2021
022-035-620-165-673,2014
022-044-817-143-325,2018
022-050-973-563-680,2011
022-059-614-254-115,2017
022-069-905-603-994,2019
022-071-155-464-456,2014
022-072-117-513-75X,2020
022-078-662-683-305,2017
022-097-008-540-59X,2017
022-103-624-712-728,2021
022-119-766-309-164,2021
022-121-962-161-243,2009
022-126-292-348-14X,2015
022-130-951-040-723,2021
022-136-988-550-660,2016
022-150-471-494-281,2011
022-163-098-846-447,2012
022-177-387-752-815,2019
022-189-312-362-175,2020
022-190-816-240-583,2021
022-214-740-173-073,2018
022-214-746-470-642,2018
022-218-521-540-441,2010
022-243-254-497-462,2016
022-252-976-622-899,2018
022-254-552-262-550,2014
022-259-425-698-901,2021
022-264-244-012-671,2020
022-266-765-087-280,2016
022-271-454-969-063,2016
022-274-637-258-604,2017
022-283-723-477-170,2013
022-291-246-625-619,2020
022-297-913-288-431,1995
022-308-250-755-22X,2020
022-313-807-986-313,2017
022-335-223-909-629,2021
022-351-296-716-430,2019
022-353-772-747-975,2013
022-354-487-043-586,2012
022-360-993-639-551,2019
022-367-186-689-781,2018
022-367-998-793-111,2015
022-376-483-120-887,2017
022-398-202-945-258,2021
022-431-002-528-494,2021
022-433-745-696-56X,2017
022-443-382-916-736,2016
022-451-744-438-04X,2020
022-462-995-615-841,2019
022-485-736-873-928,2021
022-486-554-973-041,2011
022-489-854-286-845,2019
022-489-926-287-944,2021
022-491-249-147-09X,2013
022-492-330-812-354,2020
022-510-583-170-069,
022-516-066-178-609,2019
022-521-510-247-938,2014
022-526-387-533-586,2016
022-530-208-587-530,2010
022-542-310-613-836,2017
022-557-726-669-085,2016
022-579-057-092-764,2016
022-579-221-658-505,2016
022-581-365-396-711,2018
022-583-932-829-763,2014
022-593-791-716-86X,2014
022-611-991-066-132,2020
022-618-211-309-685,2017
022-631-474-421-085,2013
022-632-395-838-32X,2019
022-669-833-539-557,2014
022-676-778-623-259,2019
022-687-518-316-264,2015
022-689-019-317-982,2014
022-694-960-766-95X,2016
022-702-439-254-352,2015
022-712-745-647-575,2014
022-727-229-797-974,2020
022-736-227-002-749,2013
022-746-099-517-877,2017
022-752-789-301-126,2013
022-759-662-453-474,2014
022-763-151-317-19X,2013
022-770-350-439-443,2018
022-780-871-999-250,2010
022-781-490-901-605,2015
022-781-568-419-30X,2020
022-798-115-988-818,2019
022-801-787-498-082,2008
022-813-992-642-889,2021
022-818-542-029-983,2019
022-820-061-557-964,2017
022-823-980-406-466,2016
022-827-575-315-26X,2018
022-827-985-685-722,2020
022-831-472-679-281,2020
022-846-515-381-306,2017
022-883-113-889-88X,2016
022-883-154-616-095,1993
022-891-382-011-370,2017
022-898-219-217-290,2017
022-904-344-002-131,2021
022-910-981-345-47X,2019
022-912-601-113-52X,2019
022-921-935-557-125,2016
022-926-966-938-599,2020
022-941-929-945-55X,2014
022-963-718-237-905,2013
022-992-089-111-930,2016
022-993-594-504-254,2015
022-995-140-099-353,2019
023-002-934-398-977,2016
023-010-180-282-213,2014
023-060-016-081-474,2019
023-062-784-503-018,2019
023-069-432-057-431,2015
023-074-999-773-056,2016
023-081-573-316-574,2019
023-083-544-262-49X,2019
023-087-070-732-637,2017
023-088-967-754-552,2020
023-096-944-454-231,2016
023-101-030-605-287,2019
023-105-891-712-437,2012
023-126-147-134-432,2021
023-138-869-142-715,2021
023-147-730-076-463,2018
023-148-511-131-252,2019
023-153-372-133-472,2003
023-167-358-726-017,2013
023-176-341-869-905,2019
023-185-394-362-264,2021
023-187-681-947-950,2016
023-214-726-290-317,2017
023-229-552-921-167,2020
023-242-620-671-435,2014
023-249-977-924-193,2015
023-252-238-395-969,2013
023-257-713-229-955,2014
023-261-514-612-304,2019
023-302-435-430-906,2018
023-310-484-621-995,2016
023-310-712-358-480,2020
023-311-605-968-00X,2020
023-315-989-518-072,2015
023-317-149-842-848,2012
023-318-730-021-650,2013
023-330-581-547-342,2018
023-340-515-038-266,2019
023-341-003-100-534,2017
023-354-894-765-013,2021
023-367-498-491-05X,2012
023-373-037-915-092,2014
023-379-729-600-97X,2004
023-386-877-728-567,2018
023-390-018-564-260,2016
023-391-046-351-830,2013
023-392-073-611-831,2021
023-400-798-040-658,2019
023-412-230-325-94X,2020
023-434-767-925-782,2016
023-437-605-274-626,2011
023-456-746-865-677,2020
023-470-984-051-389,2021
023-476-908-603-505,2018
023-477-605-182-410,2019
023-479-779-889-845,2013
023-486-393-017-863,2019
023-497-688-822-505,2019
023-509-097-660-140,2013
023-525-131-795-955,2014
023-540-925-988-922,2019
023-550-925-888-090,2018
023-569-778-465-468,2021
023-580-416-313-827,2020
023-582-225-819-031,2019
023-614-668-249-772,2013
023-638-325-353-419,2021
023-642-596-871-025,2017
023-648-989-607-724,2019
023-655-489-471-82X,2021
023-667-000-949-372,2020
023-675-917-718-453,2015
023-681-751-587-158,2021
023-687-126-136-80X,2013
023-690-404-216-71X,2017
023-692-326-527-705,2016
023-694-685-238-613,2020
023-722-227-203-937,2017
023-723-530-298-814,2019
023-729-120-724-494,2015
023-733-278-328-602,2019
023-758-361-695-738,2015
023-780-196-656-313,2019
023-794-520-929-326,2013
023-795-808-038-105,2020
023-798-591-085-261,2014
023-800-017-278-720,2018
023-817-229-488-376,2018
023-820-626-444-497,2016
023-839-975-455-792,2020
023-840-500-006-641,2020
023-843-822-323-272,2021
023-861-955-754-948,2016
023-862-091-852-720,2020
023-865-527-238-953,2018
023-869-837-700-195,2020
023-871-135-430-699,
023-890-274-468-463,2015
023-891-997-662-723,2021
023-893-295-870-324,2013
023-907-833-992-260,2018
023-920-088-963-385,2009
023-929-375-251-103,2019
023-936-460-287-51X,2013
023-942-889-708-795,2019
023-943-597-622-855,2016
023-948-106-744-683,2018
023-953-988-278-069,2019
023-956-865-395-197,2019
023-960-407-330-072,2012
023-968-779-981-980,
023-985-294-606-917,2021
023-992-602-275-386,2014
023-994-937-746-281,2019
023-997-008-734-917,2020
023-998-261-360-490,2018
024-003-708-598-410,2010
024-008-746-937-041,1995
024-033-485-297-414,2020
024-036-780-036-931,2018
024-037-157-667-04X,2014
024-073-397-753-009,2018
024-088-814-623-38X,2020
024-091-381-570-936,2018
024-093-735-164-37X,2018
024-095-184-826-224,2019
024-122-805-592-610,2014
024-138-317-980-696,2015
024-138-935-184-005,2017
024-141-009-453-613,2020
024-145-189-836-862,
024-182-048-253-789,2015
024-199-399-903-545,2018
024-215-289-268-373,2018
024-219-489-151-274,2021
024-224-059-927-489,2019
024-238-319-742-913,2010
024-244-770-234-877,2014
024-254-182-076-752,2019
024-270-531-462-249,2015
024-274-107-423-273,2021
024-283-401-237-847,2019
024-284-342-897-689,2010
024-324-176-348-329,2015
024-331-874-225-866,2018
024-338-226-039-848,2019
024-341-554-363-628,2020
024-344-309-535-872,2009
024-345-188-407-368,2018
024-357-300-175-914,2017
024-359-144-552-157,2015
024-362-764-588-684,2021
024-365-771-300-419,2011
024-403-463-259-332,2014
024-416-516-173-245,2017
024-416-806-771-446,2012
024-424-609-484-659,2020
024-432-131-913-863,2021
024-436-849-961-862,2020
024-464-955-325-008,2019
024-474-738-156-518,2020
024-491-662-190-705,2020
024-493-169-864-39X,2016
024-493-597-067-178,2018
024-494-135-202-616,2016
024-505-917-292-119,2020
024-519-484-721-180,2010
024-528-792-513-441,2021
024-531-973-607-030,2011
024-568-324-286-117,2014
024-602-049-950-701,2015
024-609-335-966-466,2017
024-612-270-455-696,2019
024-619-130-103-105,2019
024-622-175-836-780,2016
024-649-155-901-573,2020
024-686-035-881-945,2013
024-686-917-154-926,2004
024-687-226-474-482,2019
024-698-221-275-12X,2016
024-715-487-446-979,2016
024-729-175-944-28X,2021
024-738-759-875-534,2010
024-756-915-388-973,2016
024-759-076-278-442,2013
024-768-536-640-487,2015
024-768-714-229-667,2020
024-777-961-227-663,2014
024-781-633-206-312,2016
024-800-559-182-789,2018
024-803-772-549-002,2015
024-829-139-537-079,2020
024-848-651-977-069,2021
024-849-070-819-550,2020
024-852-705-207-396,2012
024-856-319-649-741,2021
024-856-800-994-621,2012
024-873-646-978-07X,2019
024-876-613-510-335,2016
024-909-804-050-085,2013
024-915-166-221-978,2018
024-928-119-546-115,2018
024-934-861-892-46X,2018
024-940-277-185-038,2017
024-943-205-935-841,2021
024-959-803-823-109,2019
024-967-121-988-336,2019
024-977-468-429-807,2020
025-020-852-171-770,2014
025-046-330-709-145,2019
025-050-286-398-029,2021
025-053-129-755-663,2020
025-085-781-535-596,2021
025-091-849-435-841,2015
025-092-404-103-857,2020
025-093-377-788-049,2019
025-094-637-053-394,2015
025-102-090-944-333,2018
025-110-846-798-496,2016
025-127-394-848-931,2014
025-128-656-971-45X,2019
025-136-988-268-453,2017
025-161-286-756-916,2017
025-168-104-231-767,2019
025-178-255-086-80X,2021
025-209-617-998-232,2014
025-237-258-864-213,2014
025-239-782-715-571,2021
025-248-427-930-941,2021
025-273-771-892-889,2019
025-292-663-009-108,2019
025-298-658-411-685,2016
025-305-879-920-304,2015
025-310-224-946-673,2021
025-321-085-746-957,2017
025-335-904-894-070,2020
025-344-977-093-068,2020
025-349-463-530-462,2018
025-366-932-927-310,2018
025-367-081-741-060,2018
025-372-310-332-700,2021
025-386-594-687-008,2021
025-390-902-317-650,2018
025-392-180-466-505,2010
025-423-892-809-456,2014
025-427-009-459-847,2021
025-430-337-521-90X,2021
025-449-931-186-622,2021
025-451-686-583-167,2014
025-472-595-046-73X,2016
025-476-957-299-055,2019
025-508-252-682-162,2016
025-511-881-592-255,2016
025-516-324-789-103,2014
025-516-445-668-359,2015
025-520-204-292-137,2021
025-534-637-031-693,2013
025-536-668-015-142,2013
025-550-751-607-414,2020
025-553-146-512-728,2019
025-561-599-719-748,2012
025-571-322-793-32X,2021
025-578-132-897-031,2020
025-594-519-973-182,2018
025-606-008-102-671,2016
025-617-131-858-371,2015
025-619-186-344-326,2019
025-623-934-903-990,2020
025-652-973-638-758,2018
025-663-208-418-989,2015
025-667-031-748-12X,2020
025-685-792-459-030,2019
025-689-503-187-437,2014
025-770-334-580-315,2021
025-778-606-565-511,2017
025-778-855-009-399,2016
025-790-349-433-113,2020
025-793-926-595-934,2019
025-796-842-639-411,2013
025-797-956-931-175,2018
025-800-911-911-626,2009
025-805-103-276-137,2011
025-811-287-973-674,2014
025-818-177-581-882,2014
025-819-490-985-589,2004
025-830-298-878-334,2021
025-838-763-065-109,2018
025-851-366-427-600,2013
025-860-858-458-408,2020
025-862-730-334-528,2018
025-866-453-417-322,2019
025-876-998-508-776,2017
025-878-442-187-531,2017
025-895-903-871-243,2018
025-896-577-894-734,2015
025-901-670-813-891,2013
025-928-531-417-987,2019
025-933-238-813-979,2016
025-937-550-444-15X,2021
025-944-981-661-119,2018
025-951-920-486-113,2017
025-971-385-367-320,2020
025-979-609-833-842,2019
026-012-481-059-873,2020
026-051-556-864-386,2019
026-052-232-390-65X,
026-098-339-299-120,2018
026-112-930-697-87X,2012
026-138-115-392-346,2015
026-148-488-038-939,2020
026-149-913-742-754,2019
026-152-828-021-941,2013
026-153-662-893-76X,2014
026-159-840-651-454,2012
026-167-166-725-406,2014
026-178-990-476-368,2021
026-202-687-362-250,2017
026-216-971-778-461,2017
026-218-174-477-913,2014
026-225-544-456-550,2016
026-228-924-934-757,2019
026-233-138-444-36X,2016
026-237-813-968-254,2019
026-240-370-317-109,2019
026-249-676-313-777,2021
026-258-513-404-564,2016
026-265-248-308-701,2015
026-265-558-723-716,2010
026-269-703-764-943,2014
026-277-281-885-402,2021
026-288-592-542-726,2017
026-316-899-493-530,2020
026-324-977-384-840,2014
026-336-477-241-921,2019
026-338-278-044-019,2016
026-339-594-795-767,2019
026-342-132-865-959,2013
026-371-512-085-316,2014
026-386-898-443-586,2014
026-387-291-658-016,2013
026-389-078-963-387,2020
026-402-581-853-39X,2010
026-408-530-719-809,2017
026-417-389-559-520,2017
026-432-279-828-983,2016
026-436-516-529-767,2014
026-437-294-721-538,2019
026-446-096-944-970,2020
026-481-169-863-842,2020
026-517-270-846-061,2020
026-545-955-603-239,2013
026-554-494-274-544,2019
026-557-079-000-291,2016
026-559-411-390-172,2018
026-561-971-664-920,2018
026-577-539-683-192,2020
026-583-815-691-561,2021
026-588-664-786-709,2021
026-589-470-748-83X,2019
026-605-522-924-629,2020
026-606-123-253-332,2021
026-617-267-403-428,2014
026-629-622-392-910,2012
026-638-283-041-757,2016
026-644-040-372-317,2014
026-650-664-692-344,2020
026-654-337-751-886,2013
026-662-022-203-762,2017
026-667-844-040-336,2019
026-670-845-425-219,2013
026-681-928-895-164,2009
026-689-551-704-386,2017
026-713-130-412-657,2018
026-717-882-645-531,2019
026-722-326-173-525,2016
026-724-995-024-243,2009
026-746-802-906-096,2018
026-765-523-315-174,2018
026-788-151-916-383,2016
026-794-707-133-757,2021
026-795-122-242-282,2017
026-803-040-861-968,2016
026-807-275-203-415,2019
026-808-490-830-539,2016
026-817-656-916-952,2012
026-819-365-517-90X,2014
026-844-468-834-89X,2021
026-848-482-628-636,2019
026-850-084-588-897,2016
026-859-148-115-345,2017
026-863-513-494-112,2018
026-864-071-307-213,2013
026-864-306-691-433,2020
026-864-974-290-176,2013
026-876-392-126-913,2013
026-895-423-295-01X,2021
026-897-748-836-258,2020
026-904-738-377-927,2020
026-924-533-013-749,2012
026-924-782-556-365,2019
026-940-366-603-409,2020
026-944-993-766-627,2013
026-953-985-222-608,2019
026-974-121-709-630,2021
026-978-331-514-24X,2014
026-983-496-986-452,2016
026-985-971-412-554,2020
026-992-512-092-139,2018
027-019-294-676-014,2012
027-030-258-084-860,2017
027-038-730-807-759,2007
027-049-186-794-686,2020
027-049-867-657-417,2014
027-054-842-764-677,2013
027-061-511-668-184,2014
027-072-046-510-755,2019
027-080-589-712-556,2016
027-090-266-779-480,2019
027-103-937-847-377,2015
027-106-243-132-91X,2014
027-106-907-557-700,2017
027-126-638-405-116,2011
027-140-797-872-927,2019
027-145-047-521-987,2013
027-150-536-642-276,2012
027-154-973-530-502,2015
027-155-378-395-347,2021
027-156-411-108-878,2019
027-211-280-832-047,2016
027-220-116-768-244,2015
027-225-938-896-256,2014
027-228-370-790-718,2003
027-242-059-501-494,2016
027-251-688-722-315,2019
027-254-658-113-918,2018
027-260-778-107-409,2020
027-264-366-048-295,2016
027-265-925-813-286,2021
027-288-045-541-843,2018
027-291-990-542-952,2020
027-319-412-542-506,2018
027-327-164-248-809,2012
027-331-908-644-380,2012
027-337-732-117-567,2015
027-378-092-112-389,2020
027-385-356-081-201,2015
027-386-494-922-886,2019
027-394-161-927-259,2021
027-404-514-455-071,2017
027-405-955-561-333,2016
027-425-592-660-09X,2021
027-426-300-658-022,2010
027-449-057-581-337,2021
027-454-169-660-634,2011
027-456-039-490-496,2014
027-469-327-747-690,2019
027-470-046-004-768,2017
027-472-110-243-78X,2014
027-485-732-639-167,2019
027-499-683-513-644,2016
027-505-222-193-295,2015
027-508-926-726-313,2017
027-542-340-436-019,2015
027-549-714-140-098,2012
027-552-099-478-800,2019
027-566-698-090-557,2012
027-570-313-908-963,2018
027-582-914-560-235,2020
027-589-182-757-885,2015
027-622-136-707-117,2011
027-628-508-102-707,2021
027-628-832-054-073,2007
027-632-215-266-945,2013
027-642-373-894-786,2018
027-642-990-154-900,2013
027-679-586-445-537,2014
027-679-887-109-158,2017
027-684-476-177-988,2016
027-685-933-622-384,2017
027-696-281-272-334,2021
027-723-727-099-048,2019
027-724-225-186-576,2016
027-726-400-583-245,2013
027-733-161-908-940,2012
027-734-038-146-500,2014
027-734-431-933-164,2017
027-738-096-320-368,2015
027-748-303-511-319,2016
027-751-592-060-266,2018
027-758-480-674-687,2020
027-760-411-176-679,2013
027-774-937-734-281,2014
027-775-330-069-451,2014
027-778-686-216-532,2003
027-789-496-545-865,2020
027-812-973-657-37X,2021
027-815-717-121-537,2021
027-823-350-562-976,2018
027-829-276-295-570,2017
027-833-962-101-600,2012
027-838-190-235-440,2015
027-844-463-906-029,2011
027-851-699-931-779,2015
027-868-477-608-926,2016
027-871-561-261-82X,2012
027-881-368-891-589,2020
027-883-716-852-316,2013
027-895-788-909-754,2020
027-896-198-759-578,2012
027-917-488-547-741,2021
027-919-851-090-918,2019
027-937-375-334-019,2015
027-942-829-294-055,2018
027-959-600-866-837,2016
027-963-077-078-474,2020
027-967-868-981-166,2018
027-976-242-736-470,2008
027-980-629-298-366,2006
028-006-102-086-559,2018
028-025-545-552-719,2013
028-029-055-252-797,2017
028-038-776-242-075,2019
028-044-987-497-335,2018
028-068-263-004-247,2013
028-105-558-849-335,2019
028-109-751-243-675,2013
028-111-556-218-67X,2014
028-116-712-504-348,2016
028-124-938-514-995,2020
028-126-639-306-925,2013
028-127-728-857-360,2015
028-129-464-208-330,2021
028-149-553-397-75X,2014
028-156-927-862-202,2019
028-169-776-981-564,2013
028-171-422-695-221,2012
028-184-914-654-920,2013
028-187-048-146-252,2019
028-200-316-123-377,2019
028-202-739-868-804,2016
028-206-186-690-53X,2018
028-208-483-808-687,2015
028-217-191-215-753,2012
028-232-731-299-19X,2019
028-254-146-853-249,2012
028-299-151-248-19X,2014
028-299-837-816-50X,2019
028-306-962-643-743,2020
028-345-551-945-503,2018
028-355-621-807-720,2014
028-383-430-712-196,2012
028-425-538-521-757,2021
028-427-200-999-234,2016
028-434-133-612-292,2014
028-453-232-711-951,2020
028-457-780-768-498,2021
028-458-528-765-054,2020
028-461-072-135-78X,2016
028-463-903-513-77X,2017
028-477-854-615-899,2016
028-495-594-157-13X,2013
028-498-411-232-867,2012
028-507-175-490-961,2021
028-509-135-190-226,2015
028-527-138-716-704,2014
028-528-691-949-487,2018
028-529-039-739-176,2012
028-538-114-939-640,2019
028-545-107-317-945,2020
028-553-363-414-963,2011
028-596-003-481-070,2015
028-603-010-440-448,2020
028-603-472-002-266,2019
028-608-252-479-700,2019
028-610-839-951-157,2013
028-614-259-483-48X,2020
028-632-736-570-762,2020
028-646-686-085-634,2016
028-655-151-130-544,2021
028-673-003-549-932,2018
028-683-495-494-382,2020
028-688-136-180-691,2017
028-706-394-766-691,2017
028-715-122-559-968,2014
028-724-383-951-655,2019
028-724-912-707-763,2018
028-740-507-244-574,2014
028-750-248-428-027,2012
028-751-941-447-60X,2018
028-789-654-777-271,2018
028-798-087-605-266,2018
028-799-419-131-488,2020
028-800-316-961-61X,2016
028-800-709-134-922,2020
028-804-970-893-701,2014
028-813-588-917-586,2011
028-815-661-559-965,2017
028-825-864-357-289,2012
028-830-698-539-656,2019
028-841-808-224-377,2003
028-859-082-531-065,2016
028-871-173-706-432,2019
028-871-449-215-838,2020
028-879-028-421-218,2021
028-881-500-308-212,2013
028-928-649-699-958,2020
028-932-457-063-72X,2016
028-932-791-523-744,2019
028-971-386-055-221,2014
028-994-180-070-444,2016
029-040-318-542-440,2008
029-041-414-780-160,2019
029-044-568-389-547,2018
029-092-443-759-467,2013
029-098-379-692-399,2018
029-108-523-277-568,2017
029-119-118-568-12X,2017
029-127-057-708-503,2015
029-127-585-826-714,2013
029-137-029-340-35X,2012
029-175-827-417-97X,2020
029-178-482-014-772,2017
029-185-776-662-607,2019
029-186-896-536-423,2021
029-204-309-212-122,2012
029-209-186-995-878,2021
029-213-220-396-644,2021
029-218-748-098-242,2014
029-221-244-282-107,2021
029-232-604-807-303,2017
029-236-612-375-932,2016
029-245-291-529-519,2020
029-250-253-805-187,2009
029-265-344-968-661,2014
029-284-507-372-461,2019
029-310-742-421-581,2004
029-317-038-635-107,2019
029-321-912-414-696,
029-349-370-082-715,2012
029-360-463-865-601,2015
029-374-517-709-119,2020
029-379-269-787-355,2011
029-407-027-779-905,2019
029-408-522-480-841,2020
029-414-655-840-805,2014
029-461-387-124-264,2021
029-473-318-157-968,2016
029-479-091-054-530,2018
029-485-061-831-643,2018
029-495-764-033-532,2020
029-502-243-012-472,2018
029-522-238-389-548,2014
029-535-334-163-963,2016
029-543-142-535-638,2019
029-546-501-474-851,2021
029-552-016-660-272,2019
029-566-433-986-190,2018
029-568-187-514-364,2014
029-580-829-013-038,2014
029-589-939-854-568,2014
029-593-588-497-15X,2017
029-607-672-081-389,2021
029-613-185-357-975,2018
029-620-908-720-615,2013
029-620-989-370-425,2013
029-624-152-806-117,2021
029-630-262-261-067,2017
029-654-146-042-082,2019
029-659-576-383-71X,2018
029-672-535-866-869,2019
029-674-278-420-557,2019
029-676-214-289-800,2018
029-685-767-813-427,2021
029-690-597-428-839,
029-696-867-259-551,2015
029-704-068-250-806,2013
029-710-800-987-392,2013
029-717-979-314-172,2017
029-742-727-569-86X,2013
029-765-375-078-582,2020
029-768-695-351-107,2018
029-770-543-746-954,2016
029-791-553-147-982,2020
029-812-512-715-170,2018
029-820-300-351-088,2017
029-820-985-385-351,2015
029-829-456-901-868,2009
029-851-701-571-120,2015
029-852-170-634-739,2021
029-852-497-035-367,2020
029-859-110-460-45X,2020
029-859-431-185-292,2020
029-879-532-534-031,2014
029-887-674-704-294,2005
029-893-761-106-293,2019
029-896-836-414-594,2021
029-908-536-252-197,2020
029-908-998-856-809,2019
029-915-654-559-152,2016
029-923-326-738-186,2016
029-929-383-900-415,2018
029-934-552-525-529,2012
029-935-083-434-96X,2016
029-954-747-536-779,2016
029-989-966-200-730,2016
029-993-385-932-521,2020
030-004-287-619-042,
030-005-008-770-124,2010
030-006-447-524-747,2014
030-014-793-658-836,2015
030-021-406-689-137,2014
030-032-136-419-893,2012
030-048-541-392-651,2020
030-063-695-073-94X,2014
030-064-288-048-573,2018
030-068-342-557-845,2013
030-073-039-333-132,2019
030-080-371-278-652,2018
030-082-083-672-187,2016
030-110-725-944-793,2016
030-115-420-834-027,2021
030-121-926-492-950,2017
030-123-605-931-421,2020
030-161-656-853-918,2015
030-169-284-052-496,2010
030-186-535-094-08X,2018
030-189-028-443-285,2020
030-195-442-483-371,2019
030-204-305-422-013,2016
030-213-228-036-315,2018
030-217-446-377-95X,2021
030-222-628-541-50X,2019
030-251-962-960-606,2019
030-252-436-631-962,2012
030-284-914-538-022,2019
030-285-850-397-551,2005
030-302-230-094-826,2012
030-326-949-306-718,2014
030-329-832-917-164,2016
030-348-183-838-645,2019
030-383-689-908-835,2006
030-383-953-231-967,2018
030-387-977-755-376,2020
030-416-014-510-018,2015
030-426-079-891-607,2017
030-429-152-245-032,2021
030-449-124-955-06X,2017
030-456-171-663-698,2016
030-458-156-792-044,2012
030-474-024-285-26X,2011
030-484-667-339-777,2017
030-492-708-984-896,2020
030-519-208-081-874,2020
030-525-133-928-284,2018
030-529-808-778-324,2017
030-551-333-218-729,2019
030-558-736-347-869,2021
030-569-880-557-418,2021
030-574-055-139-167,2014
030-578-598-775-248,2021
030-587-551-186-694,2016
030-596-489-293-433,2020
030-645-852-763-144,2017
030-653-161-957-337,2019
030-668-216-930-310,2020
030-671-999-275-523,2020
030-680-393-931-404,2014
030-685-905-009-716,2013
030-687-298-009-747,2014
030-691-805-932-598,2019
030-695-727-573-099,2017
030-724-535-460-794,2020
030-741-666-306-492,2020
030-755-331-227-511,2018
030-791-596-981-534,2013
030-791-795-808-38X,2020
030-820-240-210-499,2019
030-825-368-160-622,2020
030-848-332-268-983,2019
030-860-121-334-09X,2019
030-861-505-379-822,2014
030-864-616-475-044,2021
030-882-903-193-014,2017
030-903-866-577-907,2018
030-937-311-936-043,2017
030-948-057-981-773,2019
030-948-883-598-40X,1974
030-963-165-148-215,2021
030-979-472-238-137,2019
030-995-975-076-758,2021
030-996-527-653-560,2015
030-997-402-632-111,
031-009-733-775-280,2019
031-015-680-321-242,2018
031-050-563-539-115,2015
031-079-365-067-582,2016
031-094-704-908-151,2017
031-100-307-194-835,2019
031-118-448-987-324,2018
031-127-327-736-590,2014
031-146-598-026-48X,1987
031-147-339-591-083,2019
031-167-735-281-691,2019
031-172-183-267-539,2003
031-174-783-865-785,2015
031-176-675-452-560,2019
031-196-340-782-953,2021
031-224-252-416-182,2018
031-229-627-253-213,2019
031-231-403-232-395,2012
031-231-426-907-500,2019
031-258-415-988-966,2019
031-274-543-775-260,2020
031-287-266-634-074,2020
031-288-353-108-894,2015
031-295-329-222-510,2021
031-311-795-867-639,2019
031-323-175-208-93X,2018
031-324-106-504-06X,2015
031-331-407-185-360,2021
031-334-296-867-791,2015
031-351-070-766-052,2015
031-386-827-903-486,2008
031-393-149-885-404,2019
031-400-015-566-064,2017
031-405-124-086-361,2020
031-412-509-982-090,2021
031-417-431-854-509,2014
031-426-832-100-120,2020
031-433-937-153-275,2021
031-450-825-548-568,2020
031-461-580-013-250,2019
031-466-057-208-785,2017
031-475-122-450-266,2019
031-477-033-233-891,2016
031-492-558-642-087,2016
031-494-374-630-566,2018
031-502-528-238-354,2017
031-526-106-799-270,2008
031-531-676-005-758,2019
031-549-445-077-426,2017
031-555-527-188-403,2021
031-562-027-802-900,2017
031-575-118-277-702,2009
031-586-469-741-910,1996
031-589-510-105-339,2017
031-592-991-835-97X,2015
031-597-788-123-371,2018
031-600-519-820-376,2007
031-602-704-335-283,2016
031-612-070-960-747,2015
031-614-550-497-199,2017
031-616-914-762-774,2018
031-616-915-491-611,2012
031-616-977-988-252,2020
031-619-007-457-083,2019
031-637-821-258-82X,2020
031-639-134-563-370,2017
031-646-869-612-44X,
031-649-102-224-98X,2020
031-669-301-443-622,2016
031-669-599-070-725,2016
031-677-119-411-202,2018
031-699-574-811-90X,2016
031-708-414-258-203,2016
031-720-117-156-528,2015
031-724-401-561-086,2019
031-725-528-713-803,2020
031-727-761-722-932,2016
031-730-967-165-120,2020
031-733-769-309-377,2012
031-761-556-941-852,2010
031-762-965-613-31X,2018
031-765-949-288-848,2018
031-782-637-092-760,2019
031-786-909-384-23X,2013
031-810-372-640-308,2016
031-817-426-817-714,2019
031-840-919-184-72X,2016
031-847-971-482-11X,2019
031-849-366-968-575,2018
031-870-648-704-910,2015
031-875-814-334-250,2019
031-875-905-006-463,2020
031-881-453-539-47X,2019
